Entry_Name,Gene Ontology IDs
LIPP_RABIT,GO:0004806; GO:0005576; GO:0016042; GO:0046872; GO:0047376
SYCM_MOUSE,GO:0004817; GO:0005524; GO:0005737; GO:0005759; GO:0006423; GO:0046872
TDC1_CAEEL,GO:0004837; GO:0005737; GO:0006520; GO:0006589; GO:0016831; GO:0030170; GO:0030424; GO:0043025; GO:0043204
TDC1_CAEEL,GO:0004837; GO:0005737; GO:0006520; GO:0006589; GO:0016831; GO:0030170; GO:0030424; GO:0043025; GO:0043204
TRBID_DROME,GO:0004843; GO:0005634; GO:0005737; GO:0007010; GO:0016055; GO:0016477; GO:0016579; GO:0030177; GO:0035523; GO:0046872; GO:0061060; GO:0061578; GO:0070530; GO:0070536; GO:0071947; GO:0090263; GO:1990168
UBP54_MOUSE,GO:0004843; GO:0016579
MINY3_DROME,GO:0004843; GO:1990380
UCKL1_HUMAN,GO:0004849; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0016310; GO:0043097; GO:0044206; GO:0044211
HEM4_HUMAN,GO:0004852; GO:0005542; GO:0005739; GO:0005829; GO:0006780; GO:0006782; GO:0006783; GO:0046677; GO:0070541; GO:0071243; GO:0071418
DCUP_DROME,GO:0004853; GO:0005829; GO:0006782; GO:0006783
KAPR2_DROME,GO:0004862; GO:0005737; GO:0005886; GO:0005952; GO:0007411; GO:0007622; GO:0007623; GO:0030552; GO:0034236; GO:0045475; GO:0048148; GO:0048149; GO:0071361; GO:2000480
KALM_HUMAN,GO:0004867; GO:0005201; GO:0005576; GO:0005615; GO:0005886; GO:0006935; GO:0007155; GO:0007411; GO:0008201; GO:0009986; GO:0030182; GO:0031012
VKT1_VIPAA,GO:0004867; GO:0005576
ILEU_HUMAN,GO:0004867; GO:0005576; GO:0005615; GO:0005769; GO:0010951; GO:0016020; GO:0030414; GO:0032691; GO:0034774; GO:0036464; GO:0044194; GO:0044342; GO:0062023; GO:0070062
ECR_AEDAE,GO:0004879; GO:0005634; GO:0008270; GO:0035076; GO:0035100; GO:0043565
ACH3_DROME,GO:0004888; GO:0005231; GO:0005887; GO:0007165; GO:0007268; GO:0007271; GO:0022848; GO:0030594; GO:0034220; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0070161; GO:1904315
ACH1_CAEBR,GO:0004888; GO:0005231; GO:0005887; GO:0007165; GO:0007268; GO:0022848; GO:0030594; GO:0034220; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0070161; GO:1904315
GR02A_DROME,GO:0004930; GO:0005886; GO:0008527; GO:0016021; GO:0030424; GO:0030425; GO:0043025; GO:0050909; GO:0050912
Y1760_DROME,GO:0004930; GO:0005886; GO:0016021
IR75A_DROME,GO:0004984; GO:0005886; GO:0005887; GO:0007268; GO:0007605; GO:0015276; GO:0016021; GO:0017146; GO:0030425; GO:0035235; GO:0038023; GO:0042391; GO:0043005; GO:0044297; GO:0045202; GO:0050907; GO:0050911; GO:0071683
GPR18_AMPAM,GO:0004989; GO:0005886; GO:0016021
CCAPR_DROME,GO:0005000; GO:0005887; GO:0007186; GO:0007218; GO:0008188; GO:0016021; GO:0018990
INE_DROME,GO:0005034; GO:0005328; GO:0005886; GO:0005887; GO:0006836; GO:0009414; GO:0016021; GO:0016323; GO:0019226; GO:0035725; GO:0042065; GO:0042066; GO:0047484; GO:0050891
ERD2_DROME,GO:0005046; GO:0005783; GO:0005789; GO:0005801; GO:0006621; GO:0006888; GO:0015031; GO:0016021; GO:0046923
FRS3_HUMAN,GO:0005068; GO:0005104; GO:0005737; GO:0005886; GO:0007165; GO:0007169; GO:0008543; GO:0042802
SMR8A_DANRE,GO:0005085; GO:0005096; GO:0005634; GO:0005737; GO:0006914; GO:0032045
MTMRD_MOUSE,GO:0005085; GO:0005774; GO:0005829; GO:0006914; GO:0010008; GO:0016020; GO:0019208; GO:0019902; GO:0030424; GO:0035091; GO:0042802; GO:0043087; GO:0048471
MADD_DROME,GO:0005085; GO:0005829; GO:0005886; GO:0006915; GO:0007269; GO:0008021; GO:0016021; GO:0016192; GO:0032483; GO:0042981; GO:0043025; GO:0043195; GO:0043410; GO:0048789; GO:0051726; GO:0098527; GO:1902041
MADD_DROME,GO:0005085; GO:0005829; GO:0005886; GO:0006915; GO:0007269; GO:0008021; GO:0016021; GO:0016192; GO:0032483; GO:0042981; GO:0043025; GO:0043195; GO:0043410; GO:0048789; GO:0051726; GO:0098527; GO:1902041
GDIR2_BOVIN,GO:0005094; GO:0005096; GO:0005829; GO:0007266; GO:0016020; GO:0031267; GO:0035023; GO:2000249
TBCD9_MOUSE,GO:0005096; GO:0005509; GO:0090630
STXB5_HUMAN,GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0005892; GO:0006887; GO:0008021; GO:0010807; GO:0015031; GO:0017075; GO:0017157; GO:0019905; GO:0031201; GO:0045159; GO:0045921; GO:0050708; GO:0070161; GO:0098674; GO:0098686; GO:2000300
STB5L_MOUSE,GO:0005096; GO:0005737; GO:0005886; GO:0006887; GO:0015031; GO:0017157; GO:0019905; GO:0031201; GO:0031594; GO:0042593; GO:0045159; GO:0046676; GO:0050708; GO:0098992; GO:2000300
SMAP1_MOUSE,GO:0005096; GO:0005737; GO:0005886; GO:0030276; GO:0045648; GO:0046872; GO:2000369
TBC13_HUMAN,GO:0005096; GO:0005829; GO:0006886; GO:0016020; GO:0031267; GO:0090630
W11B2_XENTR,GO:0005109; GO:0005125; GO:0005576; GO:0005615; GO:0007369; GO:0030182; GO:0045165; GO:0060070
SPZ3_DROME,GO:0005121; GO:0005576; GO:0005615; GO:0008083; GO:0008592; GO:0021556; GO:0045087
SPZ4_DROME,GO:0005121; GO:0005576; GO:0005615; GO:0008083; GO:0008592; GO:0021556; GO:0045087
TSL_DROME,GO:0005122; GO:0005615; GO:0007278; GO:0007281; GO:0007362; GO:0008293; GO:0008358; GO:0009880; GO:0030546; GO:0035073; GO:0040018; GO:0110074
SNX4_MOUSE,GO:0005154; GO:0005158; GO:0005737; GO:0005769; GO:0005868; GO:0005886; GO:0015031; GO:0016020; GO:0031201; GO:0031901; GO:0032266; GO:0032456; GO:0032991; GO:0035091; GO:1903595; GO:1990459; GO:1990460; GO:2000786
GRB10_HUMAN,GO:0005158; GO:0005737; GO:0005829; GO:0005886; GO:0008286; GO:0010467; GO:0030159; GO:0030178; GO:0030949; GO:0032868; GO:0032991; GO:0042326; GO:0042327; GO:0042802; GO:0045719; GO:0046325; GO:0046627; GO:0048009; GO:0070371; GO:0120162; GO:1904738
CD9_RAT,GO:0005178; GO:0005886; GO:0005887; GO:0007155; GO:0007338; GO:0007342; GO:0007420; GO:0008285; GO:0008347; GO:0009414; GO:0009897; GO:0009986; GO:0014003; GO:0014905; GO:0016020; GO:0016324; GO:0030913; GO:0031623; GO:0032991; GO:0035036; GO:0070062; GO:0071404; GO:0090331; GO:1905521
CD151_BOVIN,GO:0005178; GO:0005887; GO:0016477
HMCN1_HUMAN,GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711; GO:0090527
CO5A3_HUMAN,GO:0005201; GO:0005518; GO:0005576; GO:0005588; GO:0005615; GO:0005788; GO:0007160; GO:0008201; GO:0030020; GO:0030198; GO:0030199; GO:0031012; GO:0043394; GO:0043588; GO:0062023
PAIN_DROME,GO:0005216; GO:0005227; GO:0005262; GO:0005886; GO:0006816; GO:0007620; GO:0007631; GO:0007638; GO:0008016; GO:0008049; GO:0009408; GO:0009612; GO:0016021; GO:0019233; GO:0034704; GO:0035179; GO:0042048; GO:0045924; GO:0048060; GO:0048266; GO:0050960; GO:0050965; GO:0050966; GO:0050974; GO:0070588
PAIN_DROME,GO:0005216; GO:0005227; GO:0005262; GO:0005886; GO:0006816; GO:0007620; GO:0007631; GO:0007638; GO:0008016; GO:0008049; GO:0009408; GO:0009612; GO:0016021; GO:0019233; GO:0034704; GO:0035179; GO:0042048; GO:0045924; GO:0048060; GO:0048266; GO:0050960; GO:0050965; GO:0050966; GO:0050974; GO:0070588
CNG1_CHICK,GO:0005222; GO:0005223; GO:0005886; GO:0007601; GO:0017071; GO:0030552; GO:0030553; GO:0044877; GO:0050896; GO:0098655
TPC1_HUMAN,GO:0005244; GO:0005248; GO:0005764; GO:0005765; GO:0005768; GO:0010008; GO:0010508; GO:0015280; GO:0016021; GO:0019905; GO:0031901; GO:0034220; GO:0034765; GO:0036019; GO:0042802; GO:0042803; GO:0055038; GO:0072345; GO:0075509; GO:0080025; GO:0097682
CLIC6_RAT,GO:0005244; GO:0005254; GO:0005737; GO:0005886; GO:0008022; GO:0031749; GO:0031750; GO:0031751; GO:0034707; GO:0034765; GO:0042802
KCIP1_HUMAN,GO:0005244; GO:0005267; GO:0005509; GO:0005737; GO:0005886; GO:0008076; GO:0015459; GO:0030425; GO:0031234; GO:0044325; GO:1901379
STIMA_HUMAN,GO:0005246; GO:0005789; GO:0016020; GO:0016021; GO:0032237; GO:0032541; GO:0035584; GO:0070886; GO:0140268
VGLU1_XENTR,GO:0005254; GO:0005313; GO:0005326; GO:0005436; GO:0006820; GO:0015386; GO:0015813; GO:0016021; GO:0022857; GO:0030285; GO:0030672; GO:0035249; GO:0043005; GO:0044341; GO:0050803; GO:0060076; GO:0070161; GO:0098700
PYX_DROME,GO:0005261; GO:0005262; GO:0006812; GO:0006813; GO:0006816; GO:0009408; GO:0016021; GO:0034703; GO:0048060
NCKX_DROME,GO:0005262; GO:0005887; GO:0006814; GO:0006816; GO:0006874; GO:0008273; GO:0015293; GO:0016021; GO:0048749; GO:0070588
SUP9_CAEEL,GO:0005267; GO:0005887; GO:0006813; GO:0006937; GO:0015271; GO:0022841; GO:0030322; GO:0036195; GO:0055120; GO:0071805
NACH_DROVI,GO:0005272; GO:0016021; GO:0035002
NAAT1_DROER,GO:0005283; GO:0005887; GO:0006814; GO:0015175; GO:0015179; GO:0015804; GO:0042940; GO:0042943
CMC_DROME,GO:0005313; GO:0005509; GO:0005739; GO:0005743; GO:0015183; GO:0015810; GO:0015813; GO:0016021; GO:0022857; GO:0042060; GO:0042802; GO:0043490
ABCA3_HUMAN,GO:0005319; GO:0005524; GO:0005615; GO:0005765; GO:0005770; GO:0005886; GO:0006855; GO:0006869; GO:0008559; GO:0009410; GO:0010875; GO:0015914; GO:0016021; GO:0016887; GO:0030324; GO:0030659; GO:0032464; GO:0032585; GO:0042599; GO:0042626; GO:0042908; GO:0043129; GO:0043231; GO:0046470; GO:0046471; GO:0046618; GO:0046890; GO:0051384; GO:0055091; GO:0070925; GO:0097208; GO:0097232; GO:0097233; GO:0120019; GO:0140345; GO:0150172; GO:1902995; GO:2001140
ABCA3_MOUSE,GO:0005319; GO:0005524; GO:0005765; GO:0005770; GO:0005886; GO:0006855; GO:0006869; GO:0008559; GO:0010875; GO:0015914; GO:0016021; GO:0016887; GO:0030324; GO:0030659; GO:0032368; GO:0032464; GO:0032585; GO:0042599; GO:0042626; GO:0042908; GO:0043129; GO:0043231; GO:0046470; GO:0046471; GO:0046618; GO:0046890; GO:0051384; GO:0055091; GO:0070925; GO:0097208; GO:0097232; GO:0097233; GO:0120019; GO:0140345; GO:0150172; GO:1902995; GO:2001140
ABCA3_RAT,GO:0005319; GO:0005524; GO:0005765; GO:0005770; GO:0005886; GO:0006855; GO:0006869; GO:0008559; GO:0010875; GO:0015914; GO:0016021; GO:0016887; GO:0030324; GO:0030659; GO:0032368; GO:0032464; GO:0032585; GO:0042599; GO:0042626; GO:0042908; GO:0043129; GO:0043231; GO:0046470; GO:0046471; GO:0046618; GO:0046890; GO:0051384; GO:0055091; GO:0070925; GO:0097208; GO:0097232; GO:0097233; GO:0120019; GO:0140345; GO:0150172; GO:1902995; GO:2001140
ABCA3_MOUSE,GO:0005319; GO:0005524; GO:0005765; GO:0005770; GO:0005886; GO:0006855; GO:0006869; GO:0008559; GO:0010875; GO:0015914; GO:0016021; GO:0016887; GO:0030324; GO:0030659; GO:0032368; GO:0032464; GO:0032585; GO:0042599; GO:0042626; GO:0042908; GO:0043129; GO:0043231; GO:0046470; GO:0046471; GO:0046618; GO:0046890; GO:0051384; GO:0055091; GO:0070925; GO:0097208; GO:0097232; GO:0097233; GO:0120019; GO:0140345; GO:0150172; GO:1902995; GO:2001140
SCMC1_DANRE,GO:0005347; GO:0005509; GO:0005739; GO:0005743; GO:0006839; GO:0010941; GO:0015867; GO:0016021; GO:0034599; GO:0071277
ZNT6_DANRE,GO:0005385; GO:0005794; GO:0006829; GO:0016021
RET2_RAT,GO:0005504; GO:0005634; GO:0005829; GO:0015908; GO:0016918; GO:0019841; GO:0042572
BODG_PSESK,GO:0005506; GO:0005737; GO:0008336; GO:0045329
NFU1_DROPS,GO:0005506; GO:0005739; GO:0016226; GO:0051536
ISCA2_BOVIN,GO:0005506; GO:0005739; GO:0016226; GO:0051537; GO:0051539; GO:0106035
CP4C1_BLADI,GO:0005506; GO:0005789; GO:0020037; GO:0070330
CP4C1_BLADI,GO:0005506; GO:0005789; GO:0020037; GO:0070330
C15A1_DIPPU,GO:0005506; GO:0006718; GO:0016709; GO:0020037
SMOC2_MOUSE,GO:0005509; GO:0005539; GO:0005604; GO:0005614; GO:0005615; GO:0008201; GO:0010595; GO:0010811; GO:0030198; GO:0031012; GO:0035470; GO:0045743; GO:0045766; GO:0045931; GO:0050840; GO:0071944; GO:1900748; GO:2000573; GO:2001028
C2CD5_MOUSE,GO:0005509; GO:0005544; GO:0005829; GO:0005886; GO:0005938; GO:0006906; GO:0010828; GO:0030659; GO:0031340; GO:0032587; GO:0032869; GO:0034451; GO:0038028; GO:0046326; GO:0065002; GO:0072659; GO:0090314
HMCN1_MOUSE,GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527
HMCN1_MOUSE,GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527
EP15R_MOUSE,GO:0005509; GO:0005634; GO:0006897; GO:0016197; GO:0030132
CUBN_PIG,GO:0005509; GO:0005765; GO:0005768; GO:0005905; GO:0008203; GO:0015031; GO:0016324; GO:0031419; GO:0038024
MCFD2_HUMAN,GO:0005509; GO:0005789; GO:0005794; GO:0012507; GO:0015031; GO:0016192; GO:0033116
FAT2_DROME,GO:0005509; GO:0005886; GO:0005887; GO:0005925; GO:0007156; GO:0007295; GO:0007424; GO:0007431; GO:0007440; GO:0007442; GO:0009925; GO:0016339; GO:0030950; GO:0031254; GO:0042247; GO:0044331; GO:0044877; GO:0045089; GO:0048477; GO:0050829; GO:0050839; GO:0051491; GO:0060269; GO:0098609; GO:0098858; GO:1902463
CUE_DROYA,GO:0005509; GO:0005886; GO:0007283; GO:0016021; GO:0045938; GO:0048477; GO:0070328
MLR_BOMMO,GO:0005509; GO:0016459
CALM1_BRAFL,GO:0005509; GO:0019722
KCNN_DROME,GO:0005516; GO:0005886; GO:0006811; GO:0006813; GO:0009881; GO:0016021; GO:0016057; GO:0016286; GO:0043005; GO:0043025; GO:0071805
KCNN_DROME,GO:0005516; GO:0005886; GO:0006811; GO:0006813; GO:0009881; GO:0016021; GO:0016057; GO:0016286; GO:0043005; GO:0043025; GO:0071805
PODN_MOUSE,GO:0005518; GO:0005615; GO:0005737; GO:0008285; GO:0030336
OLA1_DROME,GO:0005524; GO:0005525; GO:0005737; GO:0016887; GO:0043022; GO:0043023; GO:0046872
HSP7E_DANRE,GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0016192; GO:0016887; GO:0031072; GO:0034620; GO:0042026; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0140662
HSP7E_DANRE,GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0016192; GO:0016887; GO:0031072; GO:0034620; GO:0042026; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0140662
CLP1_ANOGA,GO:0005524; GO:0005634; GO:0005849; GO:0006378; GO:0006388; GO:0006396; GO:0051731
S22AL_MOUSE,GO:0005524; GO:0005737; GO:0005777; GO:0005829; GO:0005886; GO:0009609; GO:0015226; GO:0015651; GO:0015697; GO:0015879; GO:0016021; GO:0016323; GO:0016324; GO:0030165; GO:0031231; GO:0031526; GO:0060731; GO:0070715; GO:1901235; GO:1902270
GLCTK_RAT,GO:0005524; GO:0005737; GO:0005829; GO:0006468; GO:0008887
KI26L_DROME,GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0008017; GO:0051179
DYHC2_TRIGR,GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0008569; GO:0030030; GO:0030286; GO:0045505; GO:0051959
DYHC2_TRIGR,GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0008569; GO:0030030; GO:0030286; GO:0045505; GO:0051959
DYHC2_TRIGR,GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0008569; GO:0030030; GO:0030286; GO:0045505; GO:0051959
DYHC2_TRIGR,GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0008569; GO:0030030; GO:0030286; GO:0045505; GO:0051959
MITOS_DANRE,GO:0005524; GO:0005739; GO:0005743; GO:0062157; GO:0071805; GO:0140359
CLPX_RAT,GO:0005524; GO:0005739; GO:0005759; GO:0006508; GO:0008270; GO:0009368; GO:0009841; GO:0016504; GO:0016887; GO:0042645; GO:0046034; GO:0046983; GO:0051082; GO:0051603; GO:0140662
MMAB_MOUSE,GO:0005524; GO:0005739; GO:0008817; GO:0009235; GO:0016765; GO:0031419
TCPZ_BOVIN,GO:0005524; GO:0005832; GO:0005874; GO:0006457; GO:0016887; GO:0032212; GO:0050821; GO:0051082; GO:0061077; GO:0071987; GO:0140662; GO:1904851
MRP1_HUMAN,GO:0005524; GO:0005886; GO:0005887; GO:0006691; GO:0006805; GO:0008559; GO:0009235; GO:0009410; GO:0009925; GO:0015420; GO:0015431; GO:0015562; GO:0016020; GO:0016323; GO:0016324; GO:0016328; GO:0016787; GO:0034040; GO:0034599; GO:0034634; GO:0034775; GO:0042167; GO:0042626; GO:0042908; GO:0042910; GO:0043225; GO:0045332; GO:0046943; GO:0050729; GO:0055085; GO:0060326; GO:0070062; GO:0070633; GO:0071716; GO:0099039; GO:0140115; GO:0140359; GO:0150104; GO:1904646; GO:1905039; GO:1990962
MRP2_HUMAN,GO:0005524; GO:0005886; GO:0005887; GO:0006805; GO:0006855; GO:0008514; GO:0008559; GO:0009986; GO:0010629; GO:0015127; GO:0015431; GO:0015721; GO:0015723; GO:0016020; GO:0016324; GO:0042167; GO:0042626; GO:0042910; GO:0043225; GO:0046581; GO:0046618; GO:0055085; GO:0070633; GO:0071716; GO:0140359; GO:0150104; GO:1990962
MRP3_RAT,GO:0005524; GO:0005886; GO:0005887; GO:0006855; GO:0008559; GO:0010033; GO:0010243; GO:0014070; GO:0015164; GO:0015431; GO:0015432; GO:0015721; GO:0015722; GO:0016020; GO:0016323; GO:0032355; GO:0032496; GO:0042626; GO:0042908; GO:0042910; GO:0055085; GO:0071714; GO:0071716; GO:0098656
MRP1_CANLF,GO:0005524; GO:0005886; GO:0006869; GO:0008559; GO:0009410; GO:0015431; GO:0016021; GO:0016787; GO:0042910; GO:0050729; GO:0071716; GO:0140359
MRP2_MOUSE,GO:0005524; GO:0005887; GO:0006855; GO:0008559; GO:0009410; GO:0009986; GO:0010629; GO:0015127; GO:0015431; GO:0015694; GO:0015711; GO:0015721; GO:0015722; GO:0015723; GO:0015732; GO:0016020; GO:0016324; GO:0016999; GO:0019904; GO:0030644; GO:0031526; GO:0042178; GO:0042626; GO:0042910; GO:0043627; GO:0046581; GO:0046618; GO:0046691; GO:0050787; GO:0055085; GO:0070327; GO:0070633; GO:0071716; GO:1901086; GO:1990961; GO:1990962
MRP2_MOUSE,GO:0005524; GO:0005887; GO:0006855; GO:0008559; GO:0009410; GO:0009986; GO:0010629; GO:0015127; GO:0015431; GO:0015694; GO:0015711; GO:0015721; GO:0015722; GO:0015723; GO:0015732; GO:0016020; GO:0016324; GO:0016999; GO:0019904; GO:0030644; GO:0031526; GO:0042178; GO:0042626; GO:0042910; GO:0043627; GO:0046581; GO:0046618; GO:0046691; GO:0050787; GO:0055085; GO:0070327; GO:0070633; GO:0071716; GO:1901086; GO:1990961; GO:1990962
ARP8_AEDAE,GO:0005524; GO:0006281; GO:0006310; GO:0006338; GO:0006355; GO:0031011
MRP1_CHICK,GO:0005524; GO:0006869; GO:0008559; GO:0016020; GO:0016021; GO:0016323; GO:0016787; GO:0034634; GO:0034775; GO:0042626; GO:0042908; GO:0055085
MRP1_CHICK,GO:0005524; GO:0006869; GO:0008559; GO:0016020; GO:0016021; GO:0016323; GO:0016787; GO:0034634; GO:0034775; GO:0042626; GO:0042908; GO:0055085
L259_DROME,GO:0005524; GO:0008514; GO:0015562; GO:0015711; GO:0016020; GO:0016021; GO:0042626; GO:0055085; GO:0140359
L259_DROME,GO:0005524; GO:0008514; GO:0015562; GO:0015711; GO:0016020; GO:0016021; GO:0042626; GO:0055085; GO:0140359
SRPRB_RAT,GO:0005525; GO:0005737; GO:0005785; GO:0005881; GO:0016020; GO:0016021; GO:0031625; GO:0045047
SRCA_RABIT,GO:0005525; GO:0033017; GO:0033018
SULF1_DROME,GO:0005539; GO:0005615; GO:0005783; GO:0005795; GO:0008045; GO:0008449; GO:0009986; GO:0016201; GO:0030202; GO:0042059; GO:0045879; GO:0045880; GO:0046872; GO:0048100; GO:0048190; GO:0090090
CPTP_XENLA,GO:0005543; GO:0005640; GO:0005794; GO:0005829; GO:0005886; GO:0010008; GO:0010507; GO:0032691; GO:1900226; GO:1902387; GO:1902388; GO:1902389
OSBL1_HUMAN,GO:0005543; GO:0005768; GO:0005770; GO:0005829; GO:0006699; GO:0008203; GO:0015248; GO:0015485; GO:0016020; GO:0016192; GO:0032934; GO:0043231; GO:0044232; GO:0070062
SYTL5_HUMAN,GO:0005543; GO:0005886; GO:0006886; GO:0006887; GO:0031267; GO:0042043; GO:0046872; GO:0070382
SYTL5_MOUSE,GO:0005543; GO:0005886; GO:0006886; GO:0006887; GO:0031267; GO:0042043; GO:0046872; GO:0070382
CPNE5_HUMAN,GO:0005544; GO:0005886; GO:0030154; GO:0043005; GO:0043204; GO:0046872; GO:0070062; GO:0071277; GO:1903861
CPNE8_HUMAN,GO:0005544; GO:0005886; GO:0046872; GO:0070062; GO:0071277
MTP_DROME,GO:0005548; GO:0005783; GO:0005794; GO:0008039; GO:0008289; GO:0008525; GO:0012505; GO:0016323; GO:0035149; GO:0042157; GO:0048813
VA5_VESVU,GO:0005576
ABD18_MOUSE,GO:0005576
ABD18_MOUSE,GO:0005576
FSTA_DANRE,GO:0005576; GO:0005615; GO:0009953; GO:0009994; GO:0030154; GO:0030510; GO:0030901; GO:0032926; GO:0043049; GO:0048185; GO:0048263; GO:0048703
CNTN4_HUMAN,GO:0005576; GO:0005886; GO:0007156; GO:0007158; GO:0007399; GO:0007409; GO:0007411; GO:0007413; GO:0007420; GO:0030424; GO:0031175; GO:0031225; GO:0045665; GO:0048167; GO:0070593; GO:0098632
DHGL_DROME,GO:0005576; GO:0006006; GO:0008364; GO:0016491; GO:0046693; GO:0050660; GO:0140762
DHGL_DROME,GO:0005576; GO:0006006; GO:0008364; GO:0016491; GO:0046693; GO:0050660; GO:0140762
DECA_DROPS,GO:0005576; GO:0008083; GO:0010033; GO:0030154
DECA_TRICA,GO:0005576; GO:0008083; GO:0010033; GO:0030154
LPSBP_PERAM,GO:0005576; GO:0030246
LPSBP_PERAM,GO:0005576; GO:0030246
TL5B_TACTR,GO:0005576; GO:0030246; GO:0046872; GO:0098609
TL5B_TACTR,GO:0005576; GO:0030246; GO:0046872; GO:0098609
DHGL_DROPS,GO:0005576; GO:0050660; GO:0140762
DHGL_DROPS,GO:0005576; GO:0050660; GO:0140762
DHGL_DROPS,GO:0005576; GO:0050660; GO:0140762
DPEP1_MOUSE,GO:0005615; GO:0005654; GO:0005886; GO:0006508; GO:0006629; GO:0006691; GO:0006751; GO:0006954; GO:0008270; GO:0008800; GO:0016324; GO:0016805; GO:0016999; GO:0030054; GO:0030336; GO:0030593; GO:0031225; GO:0031528; GO:0034235; GO:0043027; GO:0043066; GO:0043154; GO:0045177; GO:0050667; GO:0070573; GO:0071277; GO:0071466; GO:0071732; GO:0072341; GO:1901749
CH3L1_SHEEP,GO:0005615; GO:0005737; GO:0005783; GO:0005975; GO:0006915; GO:0006954; GO:0007250; GO:0008061; GO:0009612; GO:0010800; GO:0030246; GO:0030324; GO:0032757; GO:0034612; GO:0045766; GO:0048471; GO:0051897; GO:0070374; GO:0070555; GO:0070741; GO:0071356
DMXL2_HUMAN,GO:0005615; GO:0007035; GO:0008021; GO:0030672; GO:0031267; GO:0043291; GO:0070161; GO:0098992
UBN2_BOVIN,GO:0005634
NOF_DROME,GO:0005634
CYBP_BOVIN,GO:0005634; GO:0005641; GO:0005654; GO:0005829; GO:0007507; GO:0015631; GO:0019005; GO:0019904; GO:0030877; GO:0031625; GO:0042803; GO:0044548; GO:1990830
AATF_RAT,GO:0005634; GO:0005654; GO:0005667; GO:0005730; GO:0005737; GO:0005794; GO:0006357; GO:0006915; GO:0006974; GO:0007155; GO:0007346; GO:0019901; GO:0032929; GO:0040016; GO:0042254; GO:0042985; GO:0043066; GO:0043522; GO:0045893; GO:0045944; GO:0048156; GO:2000378; GO:2001234
MDC1_MOUSE,GO:0005634; GO:0005654; GO:0005694; GO:0005925; GO:0006281; GO:0007049; GO:0008022; GO:0016604; GO:0070975
CRCM_HUMAN,GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0010633; GO:0016055; GO:0030027; GO:0036464; GO:0038023; GO:0045184; GO:0050680; GO:0090090
CRTC1_HUMAN,GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0007613; GO:0008140; GO:0014069; GO:0016604; GO:0030425; GO:0032793; GO:0043025; GO:0043153; GO:0045944; GO:0048511; GO:0051289; GO:0097009; GO:0098978; GO:0099527; GO:1900006; GO:1900273; GO:1902631
FBX32_MOUSE,GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0010614; GO:0010666; GO:0014878; GO:0014889; GO:0014894; GO:0016567; GO:0019005; GO:0030018; GO:0071549
S30BP_HUMAN,GO:0005634; GO:0005654; GO:0006355; GO:0009615; GO:0031065; GO:0045111; GO:0052472
RNF38_MOUSE,GO:0005634; GO:0005654; GO:0016567; GO:0036126; GO:0046872; GO:0061630
CUED2_DANRE,GO:0005634; GO:0005737
GGNB2_DROME,GO:0005634; GO:0005737
NIF3L_RAT,GO:0005634; GO:0005737; GO:0005739; GO:0030182; GO:0042802; GO:0045893; GO:0061629; GO:1903507
HAP40_RAT,GO:0005634; GO:0005737; GO:0005769; GO:0016604; GO:0099518; GO:1901799
CE350_MOUSE,GO:0005634; GO:0005737; GO:0005813; GO:0005814; GO:0005819; GO:0008017; GO:0034453; GO:0042995; GO:0071539; GO:1905515
